property,canceled,advance_time,arrival_year,arrival_month,arrival_week_number,arrival_day_of_month,weekend_stays,week_stays,num_adults,num_children,meal_package,booking_channel,is_returning,num_cancellations,num_not_canceled,reserved_room_code,assigned_room_code,num_changes,deposit_terms,wait_days,average_daily_rate,status,status_date
Resort Hotel,0,23,2017,August,31,3,2,4,2,0.0,HB,Online TA,0,0,0,E,E,1,No Deposit,0,307.67,Check-Out,2017-08-09
City Hotel,0,160,2017,June,25,22,0,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,99.0,Check-Out,2017-06-25
Resort Hotel,0,0,2017,February,9,27,1,1,2,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,49.0,Check-Out,2017-03-01
City Hotel,1,22,2016,May,20,13,0,2,2,2.0,BB,Online TA,0,0,0,F,F,0,No Deposit,0,221.0,No-Show,2016-05-13
City Hotel,0,7,2016,November,46,9,0,1,1,0.0,BB,Corporate,1,0,2,A,A,0,No Deposit,0,67.0,Check-Out,2016-11-10
Resort Hotel,0,32,2016,December,53,26,1,3,2,0.0,HB,Online TA,0,0,0,A,A,0,No Deposit,0,95.0,Check-Out,2016-12-30
Resort Hotel,0,68,2016,February,8,18,2,3,3,0.0,BB,Online TA,0,0,0,G,G,0,No Deposit,0,69.01,Check-Out,2016-02-23
Resort Hotel,0,2,2017,August,35,31,0,3,2,2.0,BB,Direct,0,0,0,C,C,0,No Deposit,0,200.0,Check-Out,2017-09-03
Resort Hotel,0,274,2016,May,21,19,2,6,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,41.33,Check-Out,2016-05-27
City Hotel,0,24,2016,July,31,26,0,2,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,187.0,Check-Out,2016-07-28
City Hotel,0,1,2016,April,18,27,0,1,1,0.0,BB,Corporate,1,0,4,A,A,0,No Deposit,0,89.0,Check-Out,2016-04-28
City Hotel,1,130,2016,September,40,29,0,3,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,139.5,Canceled,2016-09-27
City Hotel,1,140,2015,December,53,29,0,5,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,70.0,Canceled,2015-10-19
City Hotel,0,0,2015,August,32,5,0,1,2,0.0,BB,Direct,0,0,0,D,D,0,No Deposit,0,75.0,Check-Out,2015-08-06
City Hotel,0,64,2016,November,46,7,1,3,2,0.0,SC,Online TA,0,0,0,A,D,0,No Deposit,0,121.72,Check-Out,2016-11-11
City Hotel,1,153,2017,February,8,25,0,1,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,126.0,Canceled,2016-10-01
Resort Hotel,0,1,2016,March,11,8,0,1,1,0.0,BB,Direct,0,0,0,A,D,0,No Deposit,0,40.0,Check-Out,2016-03-09
Resort Hotel,1,24,2016,March,14,28,2,5,1,0.0,HB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,58.0,Canceled,2016-03-04
City Hotel,1,23,2017,February,5,3,0,2,1,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,88.0,Canceled,2017-01-11
City Hotel,0,132,2016,May,22,27,0,2,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,144.9,Check-Out,2016-05-29
Resort Hotel,0,2,2016,January,4,23,0,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,48.0,Check-Out,2016-01-24
Resort Hotel,0,277,2017,August,34,26,2,5,2,0.0,HB,Direct,0,0,0,E,E,0,No Deposit,0,182.06,Check-Out,2017-09-02
City Hotel,1,7,2017,May,18,4,0,1,1,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,180.0,No-Show,2017-05-04
City Hotel,0,418,2016,September,40,26,1,2,2,0.0,HB,Offline TA/TO,0,0,0,A,A,0,No Deposit,223,107.0,Check-Out,2016-09-29
Resort Hotel,0,205,2016,August,32,6,2,5,2,0.0,BB,Online TA,0,0,0,E,E,0,No Deposit,0,117.21,Check-Out,2016-08-13
City Hotel,1,12,2015,November,49,29,1,0,2,0.0,BB,Online TA,0,1,0,A,A,0,No Deposit,0,87.0,Canceled,2015-11-23
Resort Hotel,0,3,2017,January,4,26,0,2,2,0.0,BB,Direct,0,0,0,A,D,1,No Deposit,0,40.5,Check-Out,2017-01-28
City Hotel,1,55,2016,October,43,20,0,3,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,139.5,Canceled,2016-09-04
City Hotel,0,34,2015,September,39,23,0,3,2,0.0,HB,Offline TA/TO,0,0,0,A,B,0,No Deposit,33,224.67,Check-Out,2015-09-26
Resort Hotel,0,0,2016,October,43,21,0,1,2,0.0,BB,Online TA,0,0,0,D,I,0,No Deposit,0,52.36,Check-Out,2016-10-22
City Hotel,1,64,2016,February,7,12,2,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,73.95,Canceled,2015-12-21
City Hotel,0,105,2016,September,40,28,0,1,1,0.0,BB,Corporate,1,1,11,A,A,1,No Deposit,0,65.0,Check-Out,2016-09-29
Resort Hotel,0,397,2016,September,39,21,0,4,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,72.5,Check-Out,2016-09-25
Resort Hotel,0,84,2015,July,28,11,1,1,2,0.0,HB,Corporate,0,0,0,A,A,0,No Deposit,0,100.0,Check-Out,2015-07-13
City Hotel,1,186,2017,May,22,30,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,130.0,Canceled,2016-11-25
City Hotel,0,80,2016,March,13,25,1,2,2,0.0,SC,Online TA,0,0,0,A,G,0,No Deposit,0,65.83,Check-Out,2016-03-28
City Hotel,0,141,2016,August,34,20,2,2,3,0.0,BB,Offline TA/TO,0,0,0,A,A,1,No Deposit,0,96.9,Check-Out,2016-08-24
City Hotel,0,34,2015,September,39,23,0,3,2,0.0,HB,Offline TA/TO,0,0,0,A,A,0,No Deposit,33,224.67,Check-Out,2015-09-26
City Hotel,1,124,2017,May,19,8,1,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,126.0,Canceled,2017-02-15
City Hotel,0,44,2016,April,17,23,2,1,1,0.0,BB,Offline TA/TO,0,0,0,A,A,1,No Deposit,0,85.0,Check-Out,2016-04-26
Resort Hotel,0,96,2017,March,11,12,4,7,2,0.0,HB,Groups,0,0,0,A,A,0,No Deposit,0,52.36,Check-Out,2017-03-23
City Hotel,1,140,2015,December,53,29,0,5,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,70.0,Canceled,2015-10-19
City Hotel,1,210,2016,July,29,15,2,2,2,0.0,HB,Groups,0,0,0,A,A,0,Non Refund,0,96.0,Canceled,2016-03-16
City Hotel,1,67,2017,February,7,12,2,0,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,80.0,Canceled,2016-12-07
City Hotel,0,99,2016,February,8,19,0,1,1,0.0,BB,Corporate,0,0,0,A,A,0,No Deposit,0,81.0,Check-Out,2016-02-20
Resort Hotel,0,0,2017,April,14,3,1,1,1,0.0,BB,Corporate,0,0,0,A,A,0,No Deposit,0,45.0,Check-Out,2017-04-05
City Hotel,1,17,2016,November,46,11,2,5,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,102.0,Canceled,2016-10-30
City Hotel,0,260,2016,December,53,25,1,0,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,67.5,Check-Out,2016-12-26
City Hotel,1,166,2017,March,10,10,2,2,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,88.4,Canceled,2017-02-28
Resort Hotel,0,4,2017,July,30,23,3,5,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,203.38,Check-Out,2017-07-31
City Hotel,0,116,2017,April,15,13,0,2,2,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,126.0,Check-Out,2017-04-15
City Hotel,0,53,2016,December,50,9,1,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,60.98,Check-Out,2016-12-12
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,FB,Groups,0,0,0,A,A,0,Non Refund,0,92.0,Canceled,2015-08-14
City Hotel,1,121,2016,May,20,14,1,1,2,0.0,HB,Groups,0,0,0,A,A,0,Non Refund,0,96.0,Canceled,2016-02-09
City Hotel,1,338,2016,October,41,7,1,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,68,80.0,Canceled,2016-06-20
City Hotel,1,166,2016,November,45,1,0,3,2,0.0,BB,Offline TA/TO,0,0,0,E,E,0,Non Refund,0,130.0,Canceled,2016-07-13
City Hotel,1,368,2017,June,26,28,0,3,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,90.0,Canceled,2017-06-06
Resort Hotel,0,123,2016,October,43,21,2,3,2,0.0,BB,Groups,0,0,0,G,G,2,No Deposit,0,115.0,Check-Out,2016-10-26
City Hotel,0,0,2017,May,21,27,1,1,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,85.0,Check-Out,2017-05-29
City Hotel,0,112,2016,August,33,9,0,4,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,112.5,Check-Out,2016-08-13
City Hotel,1,69,2016,June,25,12,2,4,1,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,120.0,Canceled,2016-04-27
City Hotel,0,0,2015,November,45,2,1,1,2,0.0,BB,Online TA,0,0,0,A,A,1,No Deposit,0,104.0,Check-Out,2015-11-04
City Hotel,1,13,2015,December,53,27,2,0,2,1.0,BB,Direct,0,0,0,D,D,0,No Deposit,0,116.0,No-Show,2015-12-27
City Hotel,1,111,2017,April,17,27,1,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,120.0,Canceled,2017-01-06
Resort Hotel,1,121,2016,April,15,9,2,5,2,0.0,HB,Groups,0,0,0,D,D,0,Non Refund,0,72.0,Canceled,2016-01-14
City Hotel,0,86,2015,September,39,24,0,2,1,0.0,BB,Offline TA/TO,0,0,0,A,D,1,No Deposit,0,87.5,Check-Out,2015-09-26
City Hotel,1,12,2016,March,10,3,2,5,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,111.14,Canceled,2016-02-29
City Hotel,1,350,2016,September,40,30,1,2,2,0.0,BB,Offline TA/TO,0,1,0,A,A,0,Non Refund,17,90.0,Canceled,2015-11-02
Resort Hotel,0,245,2016,September,40,26,3,7,2,0.0,HB,Groups,0,0,0,A,C,0,No Deposit,0,82.0,Check-Out,2016-10-06
City Hotel,0,50,2016,October,41,5,0,2,2,1.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,144.0,Check-Out,2016-10-07
City Hotel,1,186,2017,May,22,30,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,130.0,Canceled,2016-11-25
City Hotel,1,279,2016,October,42,12,0,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,110.0,Canceled,2016-05-05
City Hotel,1,211,2016,November,47,18,0,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,67.5,Canceled,2016-09-17
City Hotel,0,84,2017,April,16,20,2,3,2,0.0,BB,Direct,0,0,0,E,E,2,No Deposit,0,153.9,Check-Out,2017-04-25
City Hotel,0,60,2015,October,42,12,1,1,1,0.0,BB,Offline TA/TO,0,0,0,A,A,1,No Deposit,0,60.0,Check-Out,2015-10-14
Resort Hotel,0,115,2017,May,18,6,2,2,2,0.0,HB,Online TA,0,0,0,A,A,1,No Deposit,0,88.2,Check-Out,2017-05-10
Resort Hotel,0,83,2016,August,32,1,3,7,1,0.0,BB,Direct,0,0,0,E,E,3,No Deposit,0,202.0,Check-Out,2016-08-11
Resort Hotel,0,136,2015,August,35,29,3,6,2,0.0,BB,Direct,0,0,0,G,G,1,No Deposit,0,171.06,Check-Out,2015-09-07
Resort Hotel,0,21,2016,April,15,6,0,1,2,0.0,BB,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,59.0,Check-Out,2016-04-07
Resort Hotel,0,24,2015,November,45,3,2,10,1,0.0,BB,Corporate,0,0,0,A,A,2,No Deposit,0,40.0,Check-Out,2015-11-15
City Hotel,1,16,2015,November,45,4,0,2,1,0.0,BB,Corporate,0,1,0,A,A,0,Non Refund,0,95.0,Canceled,2015-10-28
Resort Hotel,0,53,2016,November,47,18,2,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,30.24,Check-Out,2016-11-22
City Hotel,0,39,2016,November,45,1,0,4,2,0.0,BB,Offline TA/TO,0,0,0,A,D,0,No Deposit,0,75.0,Check-Out,2016-11-05
Resort Hotel,0,78,2016,December,53,31,1,1,2,0.0,BB,Offline TA/TO,0,0,0,D,C,1,No Deposit,0,168.0,Check-Out,2017-01-02
City Hotel,1,168,2017,May,21,26,1,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,140.0,Canceled,2016-12-09
Resort Hotel,0,13,2015,December,51,13,2,5,2,0.0,BB,Offline TA/TO,0,0,0,A,E,0,No Deposit,0,49.0,Check-Out,2015-12-20
City Hotel,0,48,2017,February,8,22,0,2,1,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,65.0,Check-Out,2017-02-24
City Hotel,0,1,2016,March,12,15,0,2,1,0.0,BB,Complementary,1,0,1,A,A,0,No Deposit,0,55.0,Check-Out,2016-03-17
Resort Hotel,0,153,2016,May,19,5,0,3,3,0.0,BB,Online TA,0,0,0,A,C,1,No Deposit,0,87.5,Check-Out,2016-05-08
City Hotel,0,17,2015,September,39,26,2,2,1,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,170.0,Check-Out,2015-09-30
City Hotel,0,45,2016,June,24,8,0,3,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,128.4,Check-Out,2016-06-11
City Hotel,1,256,2015,September,38,14,1,2,1,0.0,HB,Offline TA/TO,0,1,0,A,A,1,No Deposit,0,0.0,Canceled,2015-07-22
City Hotel,0,316,2016,May,22,26,0,3,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,110.0,Check-Out,2016-05-29
Resort Hotel,1,170,2015,October,41,4,4,8,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,44.5,Canceled,2015-07-17
Resort Hotel,0,52,2016,August,34,14,2,5,2,0.0,HB,Direct,0,0,0,A,A,2,No Deposit,0,212.1,Check-Out,2016-08-21
City Hotel,1,276,2015,July,30,20,1,1,2,0.0,BB,Groups,0,1,0,A,A,0,Non Refund,0,62.0,Canceled,2015-06-29
City Hotel,0,147,2016,May,19,3,0,4,2,0.0,BB,Online TA,0,0,0,A,B,0,No Deposit,0,99.45,Check-Out,2016-05-07
Resort Hotel,1,306,2017,August,33,19,2,4,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,156.6,Canceled,2016-12-10
City Hotel,1,48,2016,October,41,5,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,120.0,Canceled,2016-09-06
City Hotel,0,3,2016,September,39,20,0,3,0,2.0,BB,Online TA,0,0,0,B,B,0,No Deposit,0,155.68,Check-Out,2016-09-23
City Hotel,1,68,2016,November,46,7,1,3,1,0.0,BB,Online TA,0,0,0,E,E,2,No Deposit,0,220.0,No-Show,2016-11-07
City Hotel,0,102,2017,June,26,28,0,2,2,0.0,BB,Online TA,0,0,0,A,A,1,No Deposit,0,117.0,Check-Out,2017-06-30
City Hotel,0,160,2017,July,29,20,0,3,1,0.0,BB,Direct,0,0,0,D,D,1,No Deposit,0,119.4,Check-Out,2017-07-23
City Hotel,1,18,2016,May,20,13,0,2,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,156.0,Canceled,2016-05-02
City Hotel,1,210,2017,June,25,19,1,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,130.0,Canceled,2017-01-24
City Hotel,1,155,2016,September,36,2,1,2,2,0.0,BB,Online TA,0,0,0,A,A,3,No Deposit,0,126.9,Canceled,2016-08-15
City Hotel,1,192,2016,September,37,5,1,2,1,0.0,BB,Corporate,0,0,0,E,E,0,Non Refund,0,106.0,Canceled,2016-08-29
City Hotel,1,10,2017,April,15,10,1,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,115.0,Canceled,2017-03-31
Resort Hotel,0,8,2017,February,5,4,4,7,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,34.0,Check-Out,2017-02-15
City Hotel,0,0,2015,August,32,6,0,2,2,0.0,SC,Online TA,0,0,0,A,A,1,No Deposit,0,81.0,Check-Out,2015-08-08
City Hotel,1,51,2017,August,32,12,2,4,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,140.0,Canceled,2017-06-27
City Hotel,1,40,2015,August,33,15,2,2,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,62.0,Canceled,2015-08-06
Resort Hotel,0,165,2016,December,52,23,1,2,1,0.0,HB,Direct,0,0,1,E,E,1,No Deposit,0,55.53,Check-Out,2016-12-26
City Hotel,0,335,2016,October,42,13,0,3,1,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,90.0,Check-Out,2016-10-16
City Hotel,0,175,2017,August,32,8,0,3,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,148.5,Check-Out,2017-08-11
City Hotel,1,146,2016,March,14,30,0,3,1,0.0,BB,Offline TA/TO,0,1,0,A,A,0,Non Refund,28,80.0,Canceled,2015-12-03
City Hotel,0,101,2016,July,29,11,1,2,2,1.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,84.58,Check-Out,2016-07-14
City Hotel,0,91,2016,September,40,30,1,2,3,0.0,BB,Offline TA/TO,0,0,0,A,D,1,No Deposit,0,110.0,Check-Out,2016-10-03
City Hotel,1,173,2017,June,24,17,1,1,2,1.0,BB,Online TA,0,0,0,F,F,0,No Deposit,0,168.0,Canceled,2016-12-26
City Hotel,0,45,2017,August,33,13,2,1,2,1.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,180.0,Check-Out,2017-08-16
City Hotel,0,0,2015,September,36,5,0,1,2,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,143.0,Check-Out,2015-09-06
City Hotel,1,173,2016,July,28,8,0,1,2,2.0,BB,Online TA,0,0,0,F,F,1,No Deposit,0,168.3,No-Show,2016-07-08
City Hotel,1,65,2017,August,31,4,1,2,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,200.0,Canceled,2017-07-25
City Hotel,0,259,2016,December,50,7,0,4,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,73.95,Check-Out,2016-12-11
Resort Hotel,0,2,2015,December,50,9,0,1,1,0.0,BB,Corporate,0,0,2,A,A,0,No Deposit,0,46.0,Check-Out,2015-12-10
Resort Hotel,0,45,2015,August,35,25,0,5,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,103.28,Check-Out,2015-08-30
City Hotel,0,18,2015,December,51,18,0,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,75.0,Check-Out,2015-12-19
Resort Hotel,0,0,2016,January,3,12,0,1,1,0.0,BB,Online TA,0,0,0,A,D,0,No Deposit,0,39.0,Check-Out,2016-01-13
City Hotel,0,8,2017,July,28,11,0,2,1,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,120.0,Check-Out,2017-07-13
City Hotel,0,0,2016,December,50,10,0,1,2,1.0,BB,Complementary,0,0,0,F,A,0,No Deposit,0,0.0,Check-Out,2016-12-11
Resort Hotel,1,184,2017,June,24,11,2,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,63.0,Canceled,2017-05-23
City Hotel,0,2,2015,September,37,10,2,4,1,0.0,BB,Direct,0,0,0,A,A,4,No Deposit,0,115.0,Check-Out,2015-09-16
City Hotel,0,86,2015,September,37,9,0,3,2,0.0,BB,Corporate,0,0,0,A,A,1,No Deposit,0,100.0,Check-Out,2015-09-12
City Hotel,0,2,2016,June,25,16,1,3,2,0.0,SC,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,72.25,Check-Out,2016-06-20
City Hotel,0,172,2016,July,28,3,2,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,96.3,Check-Out,2016-07-06
City Hotel,1,190,2017,April,14,7,0,2,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,109.8,Canceled,2016-12-23
Resort Hotel,0,136,2017,June,25,23,1,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,134.0,Check-Out,2017-06-26
City Hotel,1,1,2017,February,5,3,0,1,1,0.0,SC,Direct,0,0,0,A,A,0,No Deposit,0,93.0,Canceled,2017-02-02
City Hotel,0,7,2017,May,18,3,0,1,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,160.0,Check-Out,2017-05-04
Resort Hotel,0,217,2017,August,32,11,2,4,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,199.67,Check-Out,2017-08-17
City Hotel,0,29,2016,May,21,20,0,1,1,0.0,BB,Corporate,0,0,0,A,D,1,No Deposit,0,95.0,Check-Out,2016-05-21
City Hotel,0,99,2016,June,27,27,1,4,2,0.0,SC,Online TA,0,0,0,A,A,1,No Deposit,0,94.35,Check-Out,2016-07-02
City Hotel,0,51,2016,July,29,15,0,1,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,137.7,Check-Out,2016-07-16
City Hotel,1,178,2016,September,37,9,0,2,1,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,135.0,Canceled,2016-03-23
City Hotel,1,304,2016,November,45,3,0,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,89.0,Canceled,2016-02-01
City Hotel,0,40,2015,August,33,15,2,2,1,0.0,BB,Groups,0,0,0,A,A,1,No Deposit,0,60.0,Check-Out,2015-08-19
City Hotel,0,12,2016,October,42,10,1,0,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,130.0,Check-Out,2016-10-11
City Hotel,0,0,2017,August,33,19,2,4,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,125.0,Check-Out,2017-08-25
Resort Hotel,0,2,2017,April,15,12,0,1,2,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,91.0,Check-Out,2017-04-13
City Hotel,1,49,2017,July,27,6,0,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,80.1,No-Show,2017-07-06
City Hotel,1,41,2016,August,36,28,2,4,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,143.55,Canceled,2016-08-01
Resort Hotel,0,92,2015,August,34,18,2,8,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,134.0,Check-Out,2015-08-28
City Hotel,1,129,2017,January,2,8,2,1,1,0.0,BB,Groups,0,0,0,D,D,0,Non Refund,0,67.0,Canceled,2016-10-21
City Hotel,1,101,2016,June,27,27,1,5,1,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,140.0,Canceled,2016-05-06
City Hotel,0,26,2017,July,28,12,0,1,1,0.0,BB,Complementary,1,0,1,A,A,1,No Deposit,0,0.0,Check-Out,2017-07-13
City Hotel,0,253,2017,April,16,16,2,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,109.8,Check-Out,2017-04-19
City Hotel,1,1,2016,November,47,18,6,12,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,77.44,No-Show,2016-11-18
City Hotel,0,0,2015,August,32,3,1,0,2,0.0,BB,Complementary,0,0,0,A,D,0,No Deposit,0,0.0,Check-Out,2015-08-04
Resort Hotel,0,3,2017,February,9,26,1,0,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,39.6,Check-Out,2017-02-27
City Hotel,1,180,2017,August,31,3,2,5,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,80.1,Canceled,2017-02-04
City Hotel,0,99,2016,March,11,12,2,2,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,91.45,Check-Out,2016-03-16
City Hotel,0,87,2015,September,38,15,0,3,2,0.0,BB,Online TA,0,0,0,A,B,0,No Deposit,0,98.25,Check-Out,2015-09-18
City Hotel,0,0,2015,October,42,15,0,1,1,0.0,BB,Offline TA/TO,0,0,1,D,D,0,No Deposit,0,0.0,Check-Out,2015-10-16
City Hotel,1,391,2016,August,32,4,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,62.0,Canceled,2015-10-21
City Hotel,1,73,2017,April,14,3,1,3,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,105.0,Canceled,2017-01-20
City Hotel,1,265,2017,June,25,24,4,8,2,0.0,BB,Online TA,0,0,0,A,A,1,No Deposit,0,114.08,Canceled,2016-10-02
Resort Hotel,0,157,2017,June,23,8,2,3,3,1.0,BB,Online TA,0,0,0,H,H,3,No Deposit,0,197.6,Check-Out,2017-06-13
City Hotel,1,19,2016,October,41,2,2,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,116.1,Canceled,2016-09-14
City Hotel,1,457,2017,August,34,25,0,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,80.0,Canceled,2017-07-05
City Hotel,1,341,2016,December,53,29,2,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,71.91,Canceled,2016-12-05
City Hotel,0,45,2017,February,7,12,2,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,90.1,Check-Out,2017-02-16
City Hotel,0,203,2017,February,6,7,0,0,2,0.0,SC,Online TA,0,0,0,A,K,1,No Deposit,0,0.0,Check-Out,2017-02-07
City Hotel,0,51,2016,November,47,15,0,3,2,0.0,SC,Online TA,0,0,0,A,D,0,No Deposit,0,79.2,Check-Out,2016-11-18
City Hotel,0,112,2016,August,34,16,0,2,2,0.0,BB,Online TA,0,0,0,A,A,1,No Deposit,0,117.9,Check-Out,2016-08-18
Resort Hotel,0,205,2016,August,35,26,2,4,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,59.8,Check-Out,2016-09-01
City Hotel,0,18,2016,September,38,12,1,0,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,89.0,Check-Out,2016-09-13
City Hotel,1,35,2016,November,49,28,1,1,2,0.0,BB,Groups,0,0,0,A,A,2,No Deposit,0,75.0,Canceled,2016-11-25
Resort Hotel,0,128,2016,July,28,7,2,3,2,1.0,BB,Online TA,0,0,0,F,F,1,No Deposit,0,169.95,Check-Out,2016-07-12
City Hotel,1,294,2015,August,32,7,0,2,1,0.0,BB,Groups,0,1,0,A,A,0,Non Refund,0,60.0,Canceled,2015-07-02
City Hotel,1,37,2016,October,42,13,0,3,1,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,95.0,Canceled,2016-09-06
Resort Hotel,0,201,2016,July,30,17,2,5,2,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,112.57,Check-Out,2016-07-24
City Hotel,0,5,2016,March,13,26,2,3,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,163.0,Check-Out,2016-03-31
City Hotel,1,35,2016,February,9,26,1,2,2,0.0,BB,Direct,0,0,0,D,D,0,No Deposit,0,84.9,Canceled,2016-02-23
Resort Hotel,1,156,2016,September,36,2,2,5,2,0.0,BB,Offline TA/TO,0,0,0,E,E,0,No Deposit,0,98.0,Canceled,2016-06-30
Resort Hotel,0,56,2016,August,32,2,0,3,2,0.0,BB,Direct,0,0,0,A,A,2,No Deposit,0,199.0,Check-Out,2016-08-05
